PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"19769597","Neurological and cardiovascular adverse events associated with antimanic treatment in children and adolescents","Jerrell JM.","CNS Neurosci Ther. 2010 Spring;16(1):25-31. doi: 10.1111/j.1755-5949.2009.00087.x. Epub 2009 Sep 21.","Jerrell JM","CNS Neurosci Ther","2010","2009/09/23","PMC6493784","","10.1111/j.1755-5949.2009.00087.x"
"21632735","Mental health service use by children with serious emotional and behavioral disturbance: results from the LAMS study","Mendenhall AN, Demeter C, Findling RL, Frazier TW, Fristad MA, Youngstrom EA, Arnold LE, Birmaher B, Gill MK, Axelson D, Kowatch RA, Horwitz SM.","Psychiatr Serv. 2011 Jun;62(6):650-8. doi: 10.1176/ps.62.6.pss6206_0650.","Mendenhall AN","Psychiatr Serv","2011","2011/06/03","PMC3243362","NIHMS339931","10.1176/ps.62.6.pss6206_0650"
"23561230","Extreme attributions predict the course of bipolar depression: results from the STEP-BD randomized controlled trial of psychosocial treatment","Stange JP, Sylvia LG, da Silva Magalhães PV, Miklowitz DJ, Otto MW, Frank E, Berk M, Nierenberg AA, Deckersbach T.","J Clin Psychiatry. 2013 Mar;74(3):249-55. doi: 10.4088/JCP.12m08019.","Stange JP","J Clin Psychiatry","2013","2013/04/09","PMC3646511","NIHMS462672","10.4088/JCP.12m08019"
"25977406","Intervening early in children with bipolar disorder: is there a pot at the end of the Rainbow?","Miklowitz DJ.","Evid Based Ment Health. 2015 Aug;18(3):65-6. doi: 10.1136/eb-2015-102073. Epub 2015 May 14.","Miklowitz DJ","Evid Based Ment Health","2015","2015/05/16","PMC4623700","NIHMS730853","10.1136/eb-2015-102073"
"33196856","Rate of continuing acute course treatment using right unilateral ultrabrief pulse electroconvulsive therapy at a large academic medical center","Luccarelli J, McCoy TH Jr, Shannon AP, Forester BP, Seiner SJ, Henry ME.","Eur Arch Psychiatry Clin Neurosci. 2021 Feb;271(1):191-197. doi: 10.1007/s00406-020-01202-2. Epub 2020 Nov 16.","Luccarelli J","Eur Arch Psychiatry Clin Neurosci","2021","2020/11/16","PMC7867629","NIHMS1647156","10.1007/s00406-020-01202-2"
"33104904","Relapse in patients with serious mental disorders during the COVID-19 outbreak: a retrospective chart review from a community mental health center","Mutlu E, Anıl Yağcıoğlu AE.","Eur Arch Psychiatry Clin Neurosci. 2021 Mar;271(2):381-383. doi: 10.1007/s00406-020-01203-1. Epub 2020 Oct 26.","Mutlu E","Eur Arch Psychiatry Clin Neurosci","2021","2020/10/26","PMC7587161","","10.1007/s00406-020-01203-1"
"19933540","Using a pharmacy-based intervention to improve antipsychotic adherence among patients with serious mental illness","Valenstein M, Kavanagh J, Lee T, Reilly P, Dalack GW, Grabowski J, Smelson D, Ronis DL, Ganoczy D, Woltmann E, Metreger T, Wolschon P, Jensen A, Poddig B, Blow FC.","Schizophr Bull. 2011 Jul;37(4):727-36. doi: 10.1093/schbul/sbp121. Epub 2009 Nov 21.","Valenstein M","Schizophr Bull","2011","2009/11/26","PMC3122282","","10.1093/schbul/sbp121"
"10338733","An investigation of primary care patients receiving extended treatment with selective serotonin reuptake inhibitors","Sansone RA, Wiederman MW, Sansone LA, Touchet B.","Am J Manag Care. 1998 Oct;4(10):1397-402.","Sansone RA","Am J Manag Care","1998","1999/05/26","","",""
"21430648","Specific role of VTA dopamine neuronal firing rates and morphology in the reversal of anxiety-related, but not depression-related behavior in the ClockΔ19 mouse model of mania","Coque L, Mukherjee S, Cao JL, Spencer S, Marvin M, Falcon E, Sidor MM, Birnbaum SG, Graham A, Neve RL, Gordon E, Ozburn AR, Goldberg MS, Han MH, Cooper DC, McClung CA.","Neuropsychopharmacology. 2011 Jun;36(7):1478-88. doi: 10.1038/npp.2011.33. Epub 2011 Mar 23.","Coque L","Neuropsychopharmacology","2011","2011/03/25","PMC3096816","","10.1038/npp.2011.33"
"30852244","Effects of a behavioural weight loss intervention in people with serious mental illness: Subgroup analyses from the ACHIEVE trial","Alexander E, McGinty EE, Wang NY, Dalcin A, Jerome GJ, Miller ER 3rd, Dickerson F, Charleston J, Young DR, Gennusa JV, Goldsholl S, Cook C, Appel LJ, Daumit GL.","Obes Res Clin Pract. 2019 Mar-Apr;13(2):205-210. doi: 10.1016/j.orcp.2019.02.002. Epub 2019 Mar 7.","Alexander E","Obes Res Clin Pract","2019","2019/03/11","PMC7255457","NIHMS1020925","10.1016/j.orcp.2019.02.002"
"18514326","Impact of remitted substance use disorders on the future course of bipolar I disorder: findings from a clinical trial","Gaudiano BA, Uebelacker LA, Miller IW.","Psychiatry Res. 2008 Jul 15;160(1):63-71. doi: 10.1016/j.psychres.2007.05.014. Epub 2008 Jun 2.","Gaudiano BA","Psychiatry Res","2008","2008/06/03","PMC2488409","NIHMS57444","10.1016/j.psychres.2007.05.014"
"28240625","Association Between Cardiovascular Risk and Depressive Symptoms Among People With Serious Mental Illness","Naslund JA, Aschbrenner KA, Pratt SI, Lohman MC, Scherer EA, McHugo GJ, Marsch LA, Unützer J, Bartels SJ.","J Nerv Ment Dis. 2017 Aug;205(8):634-640. doi: 10.1097/NMD.0000000000000669.","Naslund JA","J Nerv Ment Dis","2017","2017/02/28","PMC5533633","NIHMS845318","10.1097/NMD.0000000000000669"
"28351410","Cognitive-behavioral rehabilitation vs. treatment as usual for bipolar patients: study protocol for a randomized controlled trial","Gomes BC, Rocca CC, Belizario GO, Lafer B.","Trials. 2017 Mar 28;18(1):142. doi: 10.1186/s13063-017-1896-5.","Gomes BC","Trials","2017","2017/03/30","PMC5371250","","10.1186/s13063-017-1896-5"
"29396118","Clinical and cost-effectiveness of an intervention for reducing cholesterol and cardiovascular risk for people with severe mental illness in English primary care: a cluster randomised controlled trial","Osborn D, Burton A, Hunter R, Marston L, Atkins L, Barnes T, Blackburn R, Craig T, Gilbert H, Heinkel S, Holt R, King M, Michie S, Morris R, Morris S, Nazareth I, Omar R, Petersen I, Peveler R, Pinfold V, Walters K.","Lancet Psychiatry. 2018 Feb;5(2):145-154. doi: 10.1016/S2215-0366(18)30007-5. Epub 2018 Jan 22.","Osborn D","Lancet Psychiatry","2018","2018/02/04","","","10.1016/S2215-0366(18)30007-5"
"27391334","Smokers with Self-Reported Mental Health Conditions: A Case for Screening in the Context of Tobacco Cessation Services","Tedeschi GJ, Cummins SE, Anderson CM, Anthenelli RM, Zhuang YL, Zhu SH.","PLoS One. 2016 Jul 8;11(7):e0159127. doi: 10.1371/journal.pone.0159127. eCollection 2016.","Tedeschi GJ","PLoS One","2016","2016/07/09","PMC4938618","","10.1371/journal.pone.0159127"
"30642365","Smoking cessation opportunities in severe mental illness (tobacco intensive motivational and estimate risk - TIMER-): study protocol for a randomized controlled trial","Jaén-Moreno MJ, Feu N, Redondo-Écija J, Montiel FJ, Gómez C, Del Pozo GI, Alcalá JÁ, Gutiérrez-Rojas L, Balanzá-Martinez V, Chauca GM, Carrión L, Osuna MI, Sánchez MD, Caro I, Ayora M, Valdivia F, López MS, Poyato JM, Sarramea F.","Trials. 2019 Jan 14;20(1):47. doi: 10.1186/s13063-018-3139-9.","Jaén-Moreno MJ","Trials","2019","2019/01/16","PMC6332915","","10.1186/s13063-018-3139-9"
"25897616","Trends in Atypical Antipsychotics Prescribed to Children Six Years of Age or Less on Medicaid in Kentucky","Lohr WD, Chowning RT, Stevenson MD, Williams PG.","J Child Adolesc Psychopharmacol. 2015 Jun;25(5):440-3. doi: 10.1089/cap.2014.0057. Epub 2015 Apr 21.","Lohr WD","J Child Adolesc Psychopharmacol","2015","2015/04/22","PMC4808265","","10.1089/cap.2014.0057"
"17122410","Feeling and time: the phenomenology of mood disorders, depressive realism, and existential psychotherapy","Ghaemi SN.","Schizophr Bull. 2007 Jan;33(1):122-30. doi: 10.1093/schbul/sbl061. Epub 2006 Nov 22.","Ghaemi SN","Schizophr Bull","2007","2006/11/24","PMC2632297","","10.1093/schbul/sbl061"
"25495748","An Integrated Risk Reduction Intervention can reduce body mass index in individuals being treated for bipolar I disorder: results from a randomized trial","Frank E, Wallace ML, Hall M, Hasler B, Levenson JC, Janney CA, Soreca I, Fleming MC, Buttenfield J, Ritchey FC, Kupfer DJ.","Bipolar Disord. 2015 Jun;17(4):424-37. doi: 10.1111/bdi.12283. Epub 2014 Dec 12.","Frank E","Bipolar Disord","2015","2014/12/16","PMC4458204","NIHMS641829","10.1111/bdi.12283"
"21509339","Severe mania complicating treatment of narcolepsy with cataplexy","Crosby MI, Bradshaw DA, McLay RN.","J Clin Sleep Med. 2011 Apr 15;7(2):214-6.","Crosby MI","J Clin Sleep Med","2011","2011/04/22","PMC3077352","",""
"22412961","Deletion of glutamate delta-1 receptor in mouse leads to aberrant emotional and social behaviors","Yadav R, Gupta SC, Hillman BG, Bhatt JM, Stairs DJ, Dravid SM.","PLoS One. 2012;7(3):e32969. doi: 10.1371/journal.pone.0032969. Epub 2012 Mar 7.","Yadav R","PLoS One","2012","2012/03/14","PMC3296759","","10.1371/journal.pone.0032969"
"30515002","Patient Survival After Acute Voluntary Poisoning With a Huge Dose of Oxcarbazepine and Olanzapine","Kalogera V, Galopoulos D, Eleftheriotis G, Meimeti E, Malios I, Marathonitis G, Loupa C.","Med Arch. 2018 Oct;72(4):303-305. doi: 10.5455/medarh.2018.72.303-305.","Kalogera V","Med Arch","2018","2018/12/06","PMC6195034","","10.5455/medarh.2018.72.303-305"
"26462799","Evaluating discussion board engagement in the MoodSwings online self-help program for bipolar disorder: protocol for an observational prospective cohort study","Gliddon E, Lauder S, Berk L, Cosgrove V, Grimm D, Dodd S, Suppes T, Berk M.","BMC Psychiatry. 2015 Oct 14;15:243. doi: 10.1186/s12888-015-0630-7.","Gliddon E","BMC Psychiatry","2015","2015/10/15","PMC4604761","","10.1186/s12888-015-0630-7"
"26047808","An exploratory randomised controlled trial of a web-based integrated bipolar parenting intervention (IBPI) for bipolar parents of young children (aged 3-10)","Jones S, Wainwright LD, Jovanoska J, Vincent H, Diggle PJ, Calam R, Parker R, Long R, Mayes D, Sanders M, Lobban F.","BMC Psychiatry. 2015 Jun 6;15:122. doi: 10.1186/s12888-015-0505-y.","Jones S","BMC Psychiatry","2015","2015/06/07","PMC4456784","","10.1186/s12888-015-0505-y"
"29288740","Rationale, design and pilot feasibility results of a smartphone-assisted, mindfulness-based intervention for smokers with mood disorders: Project mSMART MIND","Minami H, Brinkman HR, Nahvi S, Arnsten JH, Rivera-Mindt M, Wetter DW, Bloom EL, Price LH, Vieira C, Donnelly R, McClain LM, Kennedy KA, D'Aquila E, Fine M, McCarthy DE, Graham Thomas J, Hecht J, Brown RA.","Contemp Clin Trials. 2018 Mar;66:36-44. doi: 10.1016/j.cct.2017.12.014. Epub 2017 Dec 27.","Minami H","Contemp Clin Trials","2018","2017/12/31","PMC5841579","NIHMS938501","10.1016/j.cct.2017.12.014"
"26070195","Effects of Short-Term Cognitive Remediation on Cognitive Dysfunction in Partially or Fully Remitted Individuals with Bipolar Disorder: Results of a Randomised Controlled Trial","Demant KM, Vinberg M, Kessing LV, Miskowiak KW.","PLoS One. 2015 Jun 12;10(6):e0127955. doi: 10.1371/journal.pone.0127955. eCollection 2015.","Demant KM","PLoS One","2015","2015/06/13","PMC4467086","","10.1371/journal.pone.0127955"
"22408115","Social isolation associated with depression: a case report of hikikomori","Teo AR.","Int J Soc Psychiatry. 2013 Jun;59(4):339-41. doi: 10.1177/0020764012437128. Epub 2012 Mar 8.","Teo AR","Int J Soc Psychiatry","2013","2012/03/13","PMC4886854","NIHMS788422","10.1177/0020764012437128"
"25151338","Abnormal deactivation of the inferior frontal gyrus during implicit emotion processing in youth with bipolar disorder: attenuated by medication","Hafeman DM, Bebko G, Bertocci MA, Fournier JC, Bonar L, Perlman SB, Travis M, Gill MK, Diwadkar VA, Sunshine JL, Holland SK, Kowatch RA, Birmaher B, Axelson D, Horwitz SM, Arnold LE, Fristad MA, Frazier TW, Youngstrom EA, Findling RL, Drevets W, Phillips ML.","J Psychiatr Res. 2014 Nov;58:129-36. doi: 10.1016/j.jpsychires.2014.07.023. Epub 2014 Aug 8.","Hafeman DM","J Psychiatr Res","2014","2014/08/25","PMC4381734","NIHMS620772","10.1016/j.jpsychires.2014.07.023"
"24074469","Predictors of first-onset substance use disorders during the prospective course of bipolar spectrum disorders in adolescents","Goldstein BI, Strober M, Axelson D, Goldstein TR, Gill MK, Hower H, Dickstein D, Hunt J, Yen S, Kim E, Ha W, Liao F, Fan J, Iyengar S, Ryan ND, Keller MB, Birmaher B.","J Am Acad Child Adolesc Psychiatry. 2013 Oct;52(10):1026-37. doi: 10.1016/j.jaac.2013.07.009. Epub 2013 Jul 31.","Goldstein BI","J Am Acad Child Adolesc Psychiatry","2013","2013/10/01","PMC3787940","NIHMS511383","10.1016/j.jaac.2013.07.009"
"21658345","Antidepressants and risks of suicide and suicide attempts: a 27-year observational study","Leon AC, Solomon DA, Li C, Fiedorowicz JG, Coryell WH, Endicott J, Keller MB.","J Clin Psychiatry. 2011 May;72(5):580-6. doi: 10.4088/JCP.10m06552.","Leon AC","J Clin Psychiatry","2011","2011/06/11","PMC3643209","NIHMS460822","10.4088/JCP.10m06552"
"17728418","Intensive psychosocial intervention enhances functioning in patients with bipolar depression: results from a 9-month randomized controlled trial","Miklowitz DJ, Otto MW, Frank E, Reilly-Harrington NA, Kogan JN, Sachs GS, Thase ME, Calabrese JR, Marangell LB, Ostacher MJ, Patel J, Thomas MR, Araga M, Gonzalez JM, Wisniewski SR.","Am J Psychiatry. 2007 Sep;164(9):1340-7. doi: 10.1176/appi.ajp.2007.07020311.","Miklowitz DJ","Am J Psychiatry","2007","2007/08/31","PMC3579578","NIHMS440490","10.1176/appi.ajp.2007.07020311"
"18561053","[Electroconvulsive therapy for multiple major self-mutilations in bipolar psychotic depression]","Arora M, Praharaj SK, Prakash R.","Turk Psikiyatri Derg. 2008 Summer;19(2):209-12.","Arora M","Turk Psikiyatri Derg","2008","2008/06/19","","",""
"24885673","Effectiveness of the Dader Method for pharmaceutical care in patients with bipolar I disorder: EMDADER-TAB: study protocol for a randomized controlled trial","Salazar-Ospina A, Amariles P, Benjumea DM, Gutierrez F, Faus MJ, Rodriguez LF.","Trials. 2014 May 20;15:174. doi: 10.1186/1745-6215-15-174.","Salazar-Ospina A","Trials","2014","2014/06/03","PMC4045994","","10.1186/1745-6215-15-174"
"22945182","An approach to the diagnosis and treatment of patients with bipolar spectrum mood disorders, identifying temperaments","Tavormina G, Agius M.","Psychiatr Danub. 2012 Sep;24 Suppl 1:S25-7.","Tavormina G","Psychiatr Danub","2012","2012/09/05","","",""
"19954800","Effects of mood stabilizers on hippocampus and amygdala BDNF levels in an animal model of mania induced by ouabain","Jornada LK, Moretti M, Valvassori SS, Ferreira CL, Padilha PT, Arent CO, Fries GR, Kapczinski F, Quevedo J.","J Psychiatr Res. 2010 Jun;44(8):506-10. doi: 10.1016/j.jpsychires.2009.11.002. Epub 2009 Dec 1.","Jornada LK","J Psychiatr Res","2010","2009/12/04","","","10.1016/j.jpsychires.2009.11.002"
"26871491","Antioxidant effect of simvastatin throught oxidative imbalance caused by lisdexamfetamine dimesylate","Eger GA, Ferreira VV, Batista CR, Bonde H, de Lima DD, Wyse AT, da Cruz JN, Rodrigues AF, Magro DD, da Cruz JG.","An Acad Bras Cienc. 2016 Mar;88(1):335-48. doi: 10.1590/0001-3765201620140490. Epub 2016 Feb 5.","Eger GA","An Acad Bras Cienc","2016","2016/02/13","","","10.1590/0001-3765201620140490"
"16738246","Lithium administration to preadolescent rats causes long-lasting increases in anxiety-like behavior and has molecular consequences","Youngs RM, Chu MS, Meloni EG, Naydenov A, Carlezon WA Jr, Konradi C.","J Neurosci. 2006 May 31;26(22):6031-9. doi: 10.1523/JNEUROSCI.0580-06.2006.","Youngs RM","J Neurosci","2006","2006/06/02","PMC4205587","NIHMS197434","10.1523/JNEUROSCI.0580-06.2006"
"22506440","Suicidal obsessions as dose dependent side-effect of clozapine","Aukst-Margetić B, Margetić B, Marsanić VB.","Psychopharmacol Bull. 2011;44(1):65-9.","Aukst-Margetić B","Psychopharmacol Bull","2011","2012/04/18","PMC5044558","",""
"27873453","Does improvement of cognitive functioning by cognitive remediation therapy effect work outcomes in severe mental illness? A secondary analysis of a randomized controlled trial","Ikebuchi E, Sato S, Yamaguchi S, Shimodaira M, Taneda A, Hatsuse N, Watanabe Y, Sakata M, Satake N, Nishio M, Ito JI.","Psychiatry Clin Neurosci. 2017 May;71(5):301-308. doi: 10.1111/pcn.12486. Epub 2017 Jan 10.","Ikebuchi E","Psychiatry Clin Neurosci","2017","2016/11/23","","","10.1111/pcn.12486"
"24886581","Early specific cognitive-behavioural psychotherapy in subjects at high risk for bipolar disorders: study protocol for a randomised controlled trial","Pfennig A, Leopold K, Bechdolf A, Correll CU, Holtmann M, Lambert M, Marx C, Meyer TD, Pfeiffer S, Reif A, Rottmann-Wolf M, Schmitt NM, Stamm T, Juckel G, Bauer M.","Trials. 2014 May 8;15:161. doi: 10.1186/1745-6215-15-161.","Pfennig A","Trials","2014","2014/06/03","PMC4020379","","10.1186/1745-6215-15-161"
"24131528","Online cognitive behaviour training for the prevention of postnatal depression in at-risk mothers: a randomised controlled trial protocol","Jones BA, Griffiths KM, Christensen H, Ellwood D, Bennett K, Bennett A.","BMC Psychiatry. 2013 Oct 17;13:265. doi: 10.1186/1471-244X-13-265.","Jones BA","BMC Psychiatry","2013","2013/10/18","PMC3853016","","10.1186/1471-244X-13-265"
"9757579","Functional analysis and treatment of destructive behavior maintained by termination of ""don't"" (and symmetrical ""do"") requests","Fisher WW, Adelinis JD, Thompson RH, Worsdell AS, Zarcone JR.","J Appl Behav Anal. 1998 Fall;31(3):339-56. doi: 10.1901/jaba.1998.31-339.","Fisher WW","J Appl Behav Anal","1998","1998/10/03","PMC1284127","","10.1901/jaba.1998.31-339"
"30552317","Exploratory genome-wide association analysis of response to ketamine and a polygenic analysis of response to scopolamine in depression","Guo W, Machado-Vieira R, Mathew S, Murrough JW, Charney DS, Grunebaum M, Oquendo MA, Kadriu B, Akula N, Henter I, Yuan P, Merikangas K, Drevets W, Furey M, Mann JJ, McMahon FJ, Zarate CA Jr, Shugart YY.","Transl Psychiatry. 2018 Dec 14;8(1):280. doi: 10.1038/s41398-018-0311-7.","Guo W","Transl Psychiatry","2018","2018/12/16","PMC6294748","","10.1038/s41398-018-0311-7"
