index	name	author	DOI	base
715	Protein kinase C inhibition by tamoxifen antagonizes manic-like behavior in rats: implications for the development of novel therapeutics for bipolar disorder	Einat H, Yuan P, Szabo ST, Dogra S, Manji HK.	10.1159/000106054	pubmed
716	Why do persons with bipolar disorder stop their medication?	Devulapalli KK, Ignacio RV, Weiden P, Cassidy KA, Williams TD, Safavi R, Blow FC, Sajatovic M.		pubmed
717	Poor Adherence to Oral Psychiatric Medication in Adults with Bipolar Disorder: The Psychiatrist May have More Influence than in Other Severe Mental Illnesses	De Las Cuevas C, Villasante-Tezanos GA, Motuca M, Baptista T, Lazary J, Pogany L, De Leon J.		pubmed
718	Single-Session Mobile-Augmented Intervention in Serious Mental Illness: A Three-Arm Randomized Controlled Trial	Depp CA, Perivoliotis D, Holden J, Dorr J, Granholm EL.	10.1093/schbul/sby135	pubmed
719	A Pharmacologic Algorithm for Youth Who Are at High Risk for Bipolar Disorder	Schneck CD, Chang KD, Singh MK, DelBello MP, Miklowitz DJ.	10.1089/cap.2017.0035	pubmed
720	Severity of bipolar disorder is associated with impairment of response inhibition	Swann AC, Lijffijt M, Lane SD, Steinberg JL, Moeller FG.	10.1016/j.jad.2008.10.022	pubmed
721	Olanzapine discontinuation emergent recurrence in bipolar disorder	Arora M, Praharaj SK.	10.4103/0253-7176.130986	pubmed
722	The Bipolar Prodrome Symptom Interview and Scale-Prospective (BPSS-P): description and validation in a psychiatric sample and healthy controls	Correll CU, Olvet DM, Auther AM, Hauser M, Kishimoto T, Carrión RE, Snyder S, Cornblatt BA.	10.1111/bdi.12209	pubmed
723	Longitudinal trajectories and associated baseline predictors in youths with bipolar spectrum disorders	Birmaher B, Gill MK, Axelson DA, Goldstein BI, Goldstein TR, Yu H, Liao F, Iyengar S, Diler RS, Strober M, Hower H, Yen S, Hunt J, Merranko JA, Ryan ND, Keller MB.	10.1176/appi.ajp.2014.13121577	pubmed
724	[Trichotillomania and comorbidity--lamotrigine in a new perspective]	Moretti M.		pubmed
725	Adapted CBT to Stabilize Sleep on Psychiatric Wards: a Transdiagnostic Treatment Approach	Sheaves B, Isham L, Bradley J, Espie C, Barrera A, Waite F, Harvey AG, Attard C, Freeman D.	10.1017/S1352465817000789	pubmed
726	SARS-CoV-2 infection in patients with serious mental illness and possible benefits of prophylaxis with Memantine and Amantadine	Marinescu I, Marinescu D, Mogoantă L, Efrem IC, Stovicek PO.	10.47162/RJME.61.4.03	pubmed
727	Pharmacological and behavioural interventions to promote smoking cessation in adults with schizophrenia and bipolar disorders: a systematic review and meta-analysis of randomised trials	Pearsall R, Smith DJ, Geddes JR.	10.1136/bmjopen-2018-027389	pubmed
728	Coadministration of lithium and celecoxib reverses manic-like behavior and decreases oxidative stress in a dopaminergic model of mania induced in rats	Valvassori SS, Tonin PT, Dal-Pont GC, Varela RB, Cararo JH, Garcia AF, Gava FF, Menegas S, Soares JC, Quevedo J.	10.1038/s41398-019-0637-9	pubmed
729	Bipolar disorder as a condition of heterogeneity: Embracing an adaptive psychosocial approach	Gold AK, Otto MW, Sylvia LG.	10.1111/bdi.12896	pubmed
730	Risk assessment and psychosocial interventions for suicidal patients	Chesin M, Stanley B.	10.1111/bdi.12092	pubmed
731	Oiling the brain: a review of randomized controlled trials of omega-3 fatty acids in psychopathology across the lifespan	Sinn N, Milte C, Howe PR.	10.3390/nu2020128	pubmed
732	The mood stabilizing properties of AF3581, a novel potent GSK-3β inhibitor	Capurro V, Lanfranco M, Summa M, Porceddu PF, Ciampoli M, Margaroli N, Durando L, Garrone B, Ombrato R, Tongiani S, Reggiani A.	10.1016/j.biopha.2020.110249	pubmed
733	The Cognitive Remediation in Bipolar (CRiB) pilot study: study protocol for a randomised controlled trial	Strawbridge R, Fish J, Halari R, Hodsoll J, Reeder C, Macritchie K, McCrone P, Wykes T, Young AH.	10.1186/s13063-016-1472-4	pubmed
734	Is bipolar I disorder heterogeneous?	Angst J, Gerber-Werder R, Zuberbühler HU, Gamma A.	10.1007/s00406-004-0501-6	pubmed
735	Lack of group-to-individual generalizability is a threat to human subjects research	Fisher AJ, Medaglia JD, Jeronimus BF.	10.1073/pnas.1711978115	pubmed
736	Interventions to Address Medical Conditions and Health-Risk Behaviors Among Persons With Serious Mental Illness: A Comprehensive Review	McGinty EE, Baller J, Azrin ST, Juliano-Bult D, Daumit GL.	10.1093/schbul/sbv101	pubmed
737	Sex difference in the progression of manic symptoms during acute hospitalization: A prospective pilot study	Abulseoud OA, Şenormancı G, Şenormancı Ö, Güçlü O, Schleyer B, Camsari U.	10.1002/brb3.1568	pubmed
738	Altered GluA1 (Gria1) Function and Accumbal Synaptic Plasticity in the ClockΔ19 Model of Bipolar Mania	Parekh PK, Becker-Krail D, Sundaravelu P, Ishigaki S, Okado H, Sobue G, Huang Y, McClung CA.	10.1016/j.biopsych.2017.06.022	pubmed
739	Predictors of 30-day rehospitalization in a sample of hospitalized patients with Bipolar I disorder	Bozzay ML, Gaudiano BA, Arias S, Epstein-Lubow G, Miller IW, Weinstock LM.	10.1016/j.psychres.2019.112559	pubmed
740	International multi-site survey on the use of online support groups in bipolar disorder	Bauer R, Conell J, Glenn T, Alda M, Ardau R, Baune BT, Berk M, Bersudsky Y, Bilderbeck A, Bocchetta A, Bossini L, Castro AMP, Cheung EYW, Chillotti C, Choppin S, Zompo MD, Dias R, Dodd S, Duffy A, Etain B, Fagiolini A, Hernandez MF, Garnham J, Geddes J, Gildebro J, Gonzalez-Pinto A, Goodwin GM, Grof P, Harima H, Hassel S, Henry C, Hidalgo-Mazzei D, Kapur V, Kunigiri G, Lafer B, Larsen ER, Lewitzka U, Licht RW, Hvenegaard Lund A, Misiak B, Piotrowski P, Monteith S, Munoz R, Nakanotani T, Nielsen RE, O'donovan C, Okamura Y, Osher Y, Reif A, Ritter P, Rybakowski JK, Sagduyu K, Sawchuk B, Schwartz E, Scippa ÂM, Slaney C, Sulaiman AH, Suominen K, Suwalska A, Tam P, Tatebayashi Y, Tondo L, Vieta E, Vinberg M, Viswanath B, Volkert J, Zetin M, Whybrow PC, Bauer M.	10.1080/08039488.2017.1334819	pubmed
741	Acute risk factors for suicide attempts and death: prospective findings from the STEP-BD study	Ballard ED, Vande Voort JL, Luckenbaugh DA, Machado-Vieira R, Tohen M, Zarate CA.	10.1111/bdi.12397	pubmed
742	Clinical correlates of perinatal bipolar disorder in an interdisciplinary obstetrical hospital setting	Battle CL, Weinstock LM, Howard M.	10.1016/j.jad.2014.02.002	pubmed
743	The Reviews Are in: A Qualitative Content Analysis of Consumer Perspectives on Apps for Bipolar Disorder	Nicholas J, Fogarty AS, Boydell K, Christensen H.	10.2196/jmir.7273	pubmed
744	Omega-3 supplementation associated with improved parent-rated executive function in youth with mood disorders: secondary analyses of the omega 3 and therapy (OATS) trials	Vesco AT, Young AS, Arnold LE, Fristad MA.	10.1111/jcpp.12830	pubmed
745	Mood regulation in youth: research findings and clinical approaches to irritability and short-lived episodes of mania-like symptoms	Leigh E, Smith P, Milavic G, Stringaris A.	10.1097/YCO.0b013e3283534982	pubmed
746	Cognitive dysfunction, dissociation and quality of life in bipolar affective disorders in remission	Latalova K, Prasko J, Diveky T, Kamaradova D, Velartova H.		pubmed
747	Features of dissociation differentially predict antidepressant response to ketamine in treatment-resistant depression	Niciu MJ, Shovestul BJ, Jaso BA, Farmer C, Luckenbaugh DA, Brutsche NE, Park LT, Ballard ED, Zarate CA Jr.	10.1016/j.jad.2018.02.049	pubmed
748	Fetal, neonatal and developmental outcomes of lithium-exposed pregnancies	van der Lugt NM, van de Maat JS, van Kamp IL, Knoppert-van der Klein EA, Hovens JG, Walther FJ.	10.1016/j.earlhumdev.2011.09.013	pubmed
749	Methodology for rapid assessment of blood lithium levels in ultramicro volumes of blood plasma for applications in personal monitoring of patients with bipolar mood disorder	Qassem M, Triantis I, Hickey M, Palazidou E, Kyriacou P.	10.1117/1.JBO.23.10.107004	pubmed
750	Suicide-related events in patients treated with antiepileptic drugs	Arana A, Wentworth CE, Ayuso-Mateos JL, Arellano FM.	10.1056/NEJMoa0909801	pubmed
751	Role of personality disorder in randomised controlled trials of pharmacological interventions for adults with mood disorders: a protocol for a systematic review and meta-analysis	Kavanagh BE, Brennan-Olsen SL, Turner A, Dean OM, Berk M, Ashton MM, Koivumaa-Honkanen H, Williams LJ.	10.1136/bmjopen-2018-025145	pubmed
752	A safe lithium mimetic for bipolar disorder	Singh N, Halliday AC, Thomas JM, Kuznetsova OV, Baldwin R, Woon EC, Aley PK, Antoniadou I, Sharp T, Vasudevan SR, Churchill GC.	10.1038/ncomms2320	pubmed
753	Memory performance predicts response to psychotherapy for depression in bipolar disorder: A pilot randomized controlled trial with exploratory functional magnetic resonance imaging	Deckersbach T, Peters AT, Shea C, Gosai A, Stange JP, Peckham AD, Ellard KK, Otto MW, Rauch SL, Dougherty DD, Nierenberg AA.	10.1016/j.jad.2017.12.041	pubmed
754	Aggression Protects Against the Onset of Major Depressive Episodes in Individuals With Bipolar Spectrum Disorder	Ng TH, Freed RD, Titone MK, Stange JP, Weiss RB, Abramson LY, Alloy LB.	10.1016/j.beth.2016.08.005	pubmed
755	RESEARCH: Cognitive rehabilitation for bipolar disorder: An open trial for employed patients with residual depressive symptoms	Deckersbach T, Nierenberg AA, Kessler R, Lund HG, Ametrano RM, Sachs G, Rauch SL, Dougherty D.	10.1111/j.1755-5949.2009.00110.x	pubmed
756	Clinical characteristics of children receiving antipsychotic medication	Findling RL, Horwitz SM, Birmaher B, Kowatch RA, Fristad MA, Youngstrom EA, Frazier TW, Axelson D, Ryan N, Demeter CA, Depew J, Fields B, Gill MK, Deyling EA, Rowles BM, Arnold LE.	10.1089/cap.2010.0138	pubmed
757	A randomized, double-blind, placebo-controlled, proof-of-concept trial of creatine monohydrate as adjunctive treatment for bipolar depression	Toniolo RA, Silva M, Fernandes FBF, Amaral JAMS, Dias RDS, Lafer B.	10.1007/s00702-017-1817-5	pubmed
758	Psychosocial treatments for bipolar depression: a 1-year randomized trial from the Systematic Treatment Enhancement Program	Miklowitz DJ, Otto MW, Frank E, Reilly-Harrington NA, Wisniewski SR, Kogan JN, Nierenberg AA, Calabrese JR, Marangell LB, Gyulai L, Araga M, Gonzalez JM, Shirley ER, Thase ME, Sachs GS.	10.1001/archpsyc.64.4.419	pubmed
759	In vivo hippocampal subfield volumes in bipolar disorder-A mega-analysis from The Enhancing Neuro Imaging Genetics through Meta-Analysis Bipolar Disorder Working Group	Haukvik UK, Gurholt TP, Nerland S, Elvsåshagen T, Akudjedu TN, Alda M, Alnaes D, Alonso-Lana S, Bauer J, Baune BT, Benedetti F, Berk M, Bettella F, Bøen E, Bonnín CM, Brambilla P, Canales-Rodríguez EJ, Cannon DM, Caseras X, Dandash O, Dannlowski U, Delvecchio G, Díaz-Zuluaga AM, van Erp TGM, Fatjó-Vilas M, Foley SF, Förster K, Fullerton JM, Goikolea JM, Grotegerd D, Gruber O, Haarman BCM, Haatveit B, Hajek T, Hallahan B, Harris M, Hawkins EL, Howells FM, Hülsmann C, Jahanshad N, Jørgensen KN, Kircher T, Krämer B, Krug A, Kuplicki R, Lagerberg TV, Lancaster TM, Lenroot RK, Lonning V, López-Jaramillo C, Malt UF, McDonald C, McIntosh AM, McPhilemy G, van der Meer D, Melle I, Melloni EMT, Mitchell PB, Nabulsi L, Nenadić I, Oertel V, Oldani L, Opel N, Otaduy MCG, Overs BJ, Pineda-Zapata JA, Pomarol-Clotet E, Radua J, Rauer L, Redlich R, Repple J, Rive MM, Roberts G, Ruhe HG, Salminen LE, Salvador R, Sarró S, Savitz J, Schene AH, Sim K, Soeiro-de-Souza MG, Stäblein M, Stein DJ, Stein F, Tamnes CK, Temmingh HS, Thomopoulos SI, Veltman DJ, Vieta E, Waltemate L, Westlye LT, Whalley HC, Sämann PG, Thompson PM, Ching CRK, Andreassen OA, Agartz I; ENIGMA Bipolar Disorder Working Group.	10.1002/hbm.25249	pubmed
760	A novel cognitive behaviour therapy for bipolar disorders (Think Effectively About Mood Swings or TEAMS): study protocol for a randomized controlled trial	Mansell W, Tai S, Clark A, Akgonul S, Dunn G, Davies L, Law H, Morriss R, Tinning N, Morrison AP.	10.1186/1745-6215-15-405	pubmed
761	Mania-like behavior induced by disruption of CLOCK	Roybal K, Theobold D, Graham A, DiNieri JA, Russo SJ, Krishnan V, Chakravarty S, Peevey J, Oehrlein N, Birnbaum S, Vitaterna MH, Orsulak P, Takahashi JS, Nestler EJ, Carlezon WA Jr, McClung CA.	10.1073/pnas.0609625104	pubmed
762	Adjunctive Behavioral Activation for the Treatment of Bipolar Depression: A Proof of Concept Trial	Weinstock LM, Melvin C, Munroe MK, Miller IW.	10.1097/PRA.0000000000000142	pubmed
763	The effects of edaravone in ketamine-induced model of mania in rats	Arslan FC, Tiryaki A, Yıldırım M, Özkorumak E, Alver A, Altun İK, İnce İ, Gedikli Ö.	10.21307/ane-2017-019	pubmed
764	The behavioral organization, temporal characteristics, and diagnostic concomitants of rage outbursts in child psychiatric inpatients	Potegal M, Carlson GA, Margulies D, Basile J, Gutkovich ZA, Wall M.	10.1007/s11920-009-0020-2	pubmed
765	Recovery from multiple episodes of bipolar I depression	Solomon DA, Fiedorowicz JG, Leon AC, Coryell W, Endicott J, Li C, Boland RJ, Keller MB.	10.4088/JCP.12m08049	pubmed
766	Seeking insights about cycling mood disorders via anonymized search logs	Yom-Tov E, White RW, Horvitz E.	10.2196/jmir.2664	pubmed
767	Effects of N-acetyl cysteine on cognitive function in bipolar disorder	Dean OM, Bush AI, Copolov DL, Kohlmann K, Jeavons S, Schapkaitz I, Anderson-Hunt M, Berk M.	10.1111/j.1440-1819.2012.02392.x	pubmed
768	Can Emotional and Behavioral Dysregulation in Youth Be Decoded from Functional Neuroimaging?	Portugal LC, Rosa MJ, Rao A, Bebko G, Bertocci MA, Hinze AK, Bonar L, Almeida JR, Perlman SB, Versace A, Schirda C, Travis M, Gill MK, Demeter C, Diwadkar VA, Ciuffetelli G, Rodriguez E, Forbes EE, Sunshine JL, Holland SK, Kowatch RA, Birmaher B, Axelson D, Horwitz SM, Arnold EL, Fristad MA, Youngstrom EA, Findling RL, Pereira M, Oliveira L, Phillips ML, Mourao-Miranda J.	10.1371/journal.pone.0117603	pubmed
769	Sensorimotor performance in euthymic bipolar disorder: the MPraxis (PennCNP) analysis	Neves Mde C, Albuquerque MR, Neves FS, Lage GM, Malloy-Diniz L, Nicolato R, Corrêa H.	10.1590/1516-4446-2013-1243	pubmed
770	Ten-year outcomes in first episode psychotic major depression patients compared with schizophrenia and bipolar patients	Heslin M, Lappin JM, Donoghue K, Lomas B, Reininghaus U, Onyejiaka A, Croudace T, Jones PB, Murray RM, Fearon P, Doody GA, Dazzan P, Craig TJ, Morgan C.	10.1016/j.schres.2016.04.049	pubmed
771	Case of significantly delayed divalproex-induced thrombocytopaenia	Park A, Shapiro B, Hedayati B, Faziola L.	10.1136/bcr-2019-231968	pubmed
772	Foster care, externalizing disorders, and antipsychotic use among Medicaid-enrolled youths	Vanderwerker L, Akincigil A, Olfson M, Gerhard T, Neese-Todd S, Crystal S.	10.1176/appi.ps.201300455	pubmed
773	Promoting homework adherence in cognitive-behavioral therapy for adolescent depression	Jungbluth NJ, Shirk SR.	10.1080/15374416.2012.743105	pubmed
774	Comprehensive comparison of monotherapies for psychiatric hospitalization risk in bipolar disorders	Nestsiarovich A, Mazurie AJ, Hurwitz NG, Kerner B, Nelson SJ, Crisanti AS, Tohen M, Krall RL, Perkins DJ, Lambert CG.	10.1111/bdi.12665	pubmed
775	Response to SSRI intervention and amygdala activity during self-referential processing in major depressive disorder	Young KD, Friedman ES, Collier A, Berman SR, Feldmiller J, Haggerty AE, Thase ME, Siegle GJ.	10.1016/j.nicl.2020.102388	pubmed
776	Manic switches induced by antidepressants: an umbrella review comparing randomized controlled trials and observational studies	Allain N, Leven C, Falissard B, Allain JS, Batail JM, Polard E, Montastruc F, Drapier D, Naudet F.	10.1111/acps.12672	pubmed
777	Improving lifestyle interventions for people with serious mental illnesses: Qualitative results from the STRIDE study	Yarborough BJ, Stumbo SP, Yarborough MT, Young TJ, Green CA.	10.1037/prj0000151	pubmed
778	Multisite international collaborative clinical trials in mania	Vázquez G, Baldessarini RJ, Yildiz A, Tamayo J, Tondo L, Salvatore P.	10.1017/S1461145711000447	pubmed
779	Cell therapy in the treatment of bipolar mania in an animal model: a proof of concept study	Ascoli BM, Colombo R, Géa LP, Terraciano PB, Pizzato SB, de Oliveira FS, Cirne-Lima E, Kapczinski F, Rosa AR.	10.1590/2237-6089-2016-0074	pubmed
780	[Evolution of bipolar disorders in adolescents: 30 cases]	Hadjkacem I, Ayadi H, Walha A, Khmekhem K, Moalla Y, Ghribi F.		pubmed
781	Predicting self-harm within six months after initial presentation to youth mental health services: A machine learning study	Iorfino F, Ho N, Carpenter JS, Cross SP, Davenport TA, Hermens DF, Yee H, Nichles A, Zmicerevska N, Guastella A, Scott E, Hickie IB.	10.1371/journal.pone.0243467	pubmed
